İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Adres,Soket Bilgileri,Detaylı Soket Bilgisi (kW/Tip)
ŞRJ/5124,Burgaz İzer Hotel,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,İstanbuk Yolu Üzeri Mahallesi Lüleburgaz / KIRKLARELİ,,Buton yok veya okunamadı
ŞRJ/15523,Opet Rüya Petrol,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Cumhuriyet Mahallesi No:77 İncedere Lüleburgaz / KIRKLARELİ,,Buton yok veya okunamadı
ŞRJ/12623,Kırklareli 39 Burda AVM,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,8 Kasım Mahallesi İstasyon Caddesi No:151 Lüleburgaz / KIRKLARELİ,,Buton yok veya okunamadı
ŞRJ/20224,1001 PIRLANTA SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Çukurçayır Mahallesi Yedikaldırım Sokağı No:58 Ortahisar / TRABZON,,Buton yok veya okunamadı
ŞRJ/20225,1461 REZİDANS,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Çukurçayır Mahallesi Yedikaldırım Sokağı No:58 Ortahisar / TRABZON,,Buton yok veya okunamadı
ŞRJ/11029,KILAVUZ PARK MODEL SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Alacaatlı Mahallesi 5053 Sokağı No:8/1 Çankaya / ANKARA,,Buton yok veya okunamadı
ŞRJ/10430,POLSAN 1 BAHAR SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Göksu Mahallesi 83 Sokağı No:2/1 Etimesgut / ANKARA,,Buton yok veya okunamadı
ŞRJ/20051,Kısıklı Kaf Cafe&Restaurant,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Burhaniye Mahallesi Nurbaba Sokağı Üsküdar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20052,Bulgurlu Akaryakıt İstasyonu,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Bulgurlu Mahallesi Kireçburnu Sokağı No:25 Üsküdar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20228,Lens Yaşam Merkezi,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Yeni Şehir Mahallesi Pendik / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20235,Kahramanmaraş Ticaret ve Sanayi Odası,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,İstasyon Mahallesi İlahiyat Caddesi Dulkadiroğlu / KAHRAMANMARAŞ,,Buton yok veya okunamadı
ŞRJ/20236,Hülya Kent Sitesi,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Uğur Mumcu Mahallesi 1594. Caddesi Hülya Kent Sitesi Yenimahalle / ANKARA,,Buton yok veya okunamadı
ŞRJ/20237,Yenimahalle Eğitim Araştırma Hastanesi,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Yeni Batı Mahallesi 2368 Caddesi No:69 Yenimahalle / ANKARA,,Buton yok veya okunamadı
ŞRJ/20244,Aksu Coral Holding Merkez Otopark,Özel,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,ODEON TURİZM İŞLETMECİLİĞİ ANONİM ŞİRKETİ,Barbaros Mahallesi Serik (e) Caddesi No:425 Aksu / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20246,ROYAL RESİDENCE,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Cengizhan Mahallesi Sultan Fatih Caddesi No:4 Mamak / ANKARA,,Buton yok veya okunamadı
ŞRJ/20253,Marvida Family Eco Otel Otopark,Özel,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,ODEON OTELCİLİK ANONİM ŞİRKETİ,Sorgun Mahallesi No:20/1 Titreyengöl Manavgat / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20256,Xanadu Otel Otopark-1,Özel,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,SERENAT OTEL İŞLETMECİLİĞİ TURİZM VE TİCARET ANONİM ŞİRKETİ,Belek Mahallesi Turizm Caddesi No:14/A Serik / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20257,Xanadu Otel Otopark-2,Halka Açık,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,SERENAT OTEL İŞLETMECİLİĞİ TURİZM VE TİCARET ANONİM ŞİRKETİ,Belek Mahallesi Turizm Caddesi No:14/A Serik / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20258,Xanadu Lojman Otopark,Halka Açık,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,SERENAT OTEL İŞLETMECİLİĞİ TURİZM VE TİCARET ANONİM ŞİRKETİ,Belek Mahallesi Cumhuriyet Caddesi No:143 Serik / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20259,BEPET Akaryakıt Şarj İstasyonu,Halka Açık,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,Bekirler Mahallesi 1. Küme Evleri Caddesi No:15 Taşağıl Manavgat / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20260,Güzeloba Coral Holding,Halka Açık,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,Güzeloba Mahallesi Havaalanı Caddesi 2171 Sokağı No:2/5 Muratpaşa / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20261,NUROL TARABYA SİTESİ,Özel,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,Merkez Tarabya Mahallesi Tarabya Bayırı Sokağı No:62/E Sarıyer / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20262,Seven Seas Life Otel Otopark,Özel,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,ODEON OTELCİLİK ANONİM ŞİRKETİ,Göynük Mahallesi Ahu Ünal Aysal Caddesi No:13 Kemer / ANTALYA,,Buton yok veya okunamadı
ŞRJ/17893,Kuzey Ankara 4. Etap Konutları,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Güzelyurt Mahallesi Uludağ Köknarı Sokağı No:0 Keçiören / ANKARA,,Buton yok veya okunamadı
ŞRJ/17968,VadiPark Konutları,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Çaydaçıra Mahallesi 4123. Caddesi No:9 Merkez / ELAZIĞ,,Buton yok veya okunamadı
ŞRJ/17966,Işık Üniversitesi Ana Giriş,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Meşrutiyet Mahallesi Şile Yolu Sokağı No:1 Şile / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20267,BEPET Akaryakıt Şarj İstasyonu-2,Halka Açık,ODEON ŞARJ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,BEPET PETROL ÜRÜNLERİ TURİZM TAŞIMACILIK MÜHENDİSLİK HİZMETLERİ İNŞAAT TAAHHÜT YAPI MALZEMELERİ GIDA TİCARET LİMİTED ŞİRKETİ,Bekirler Mahallesi 1. Küme Evleri Caddesi No:15 Taşağıl Manavgat / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20276,ALPENA COURT SİTESİ A BLOK,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Yeni Mahallesi Yüksek Harman Sokağı No:34A Mezitli / MERSİN,,Buton yok veya okunamadı
ŞRJ/20277,ALPENA COURT SİTESİ B BLOK,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Yeni Mahallesi Yüksek Harman Sokağı No:34B Mezitli / MERSİN,,Buton yok veya okunamadı
ŞRJ/20279,Bahar Sitesi,Özel,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,Ataköy 7-8-9-10 Mahallesi Bakırköy / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/8625,"Gizerler AVM, Adana",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Çınarlı Mahallesi 61012 Sokağı No:5/B Seyhan / ADANA,,Buton yok veya okunamadı
ŞRJ/10154,"Iyaş Dinar Avm, Afyonkarahisar",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Otogar Mahallesi Yeni Denizli Caddesi No:1 Dinar / AFYONKARAHİSAR,,Buton yok veya okunamadı
ŞRJ/1462,"Otostat, Sancaktepe, İstanbul",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Eyüp Sultan Mahallesi Yadigar Sokağı No:38 Sancaktepe / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/10916,"Lens Yaşam Merkezi, Pendik",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Yenişehir Mahallesi No:4 Pendik / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15230,"Historia AVM, Fatih",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,"İskenderpaşa, Mahallesi No:2 Fatih / İSTANBUL",,Buton yok veya okunamadı
ŞRJ/55,"Sabancı Üniversitesi, Tuzla",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Orta Mahallesi Üniversite Caddesi No:27 Tuzla / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/6414,"Opet, Hancılar Petrol, Giresun",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Bülbül Mahallesi No:32/A Bayhasan Köyü Şebinkarahisar / GİRESUN,,Buton yok veya okunamadı
ŞRJ/20282,Bahadır Grammeşin Parkı,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT ANONİM ŞİRKETİ,Manavkuyu Mahallesi Fsm Caddesi Trafo Binası Yanı Bayraklı / İZMİR,,Buton yok veya okunamadı
ŞRJ/20283,Çamkıran Pazaryeri Otoparkı,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT ANONİM ŞİRKETİ,Manavkuyu Mahallesi 249-5 Sokağı Park İçerisinde Bulunan Trafo Binası Yanı Şarj Ünitesi Bayraklı / İZMİR,,Buton yok veya okunamadı
ŞRJ/20284,Körfez Park İstanbul Yönü,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT ANONİM ŞİRKETİ,Yavuz Sultan Selim Mahallesi İzmit-istanbul Otoban Caddesi Tem76 Körfez / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/20285,LUSSO SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Portokal Mahallesi 80121 Sokağı Toroslar / MERSİN,,Buton yok veya okunamadı
ŞRJ/20286,"Karabeyoğlu, PO, Arnavutköy",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Yassıören Mahallesi Eski Edirne Asfaltı Caddesi No:1849 Arnavutköy / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20287,"Safir İş Merkezi, Çorum",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Üçtutlar Mahallesi Binevler 9. Sokağı No:1 Merkez / ÇORUM,,Buton yok veya okunamadı
ŞRJ/1588,LE CHIC TARABYA,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Tarabya Mahallesi Hoca Ahmet Yesevi Sokağı No:6 Sarıyer / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20288,Trio Nefes Konutları,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,"Cumhuriyet, Mahallesi Abide Sokağı Merkez / ÇANAKKALE",,Buton yok veya okunamadı
ŞRJ/20290,ÇINARKENT SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Mustafa Kemal Mahallesi No:25 Sincan / ANKARA,,Buton yok veya okunamadı
ŞRJ/20293,İmotim Mobilya AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yeniceköy Mahallesi No:1 Bursa Karayolu 4.km İnegöl / BURSA,,Buton yok veya okunamadı
ŞRJ/20295,Körfez Park İstanbul Yönü,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yavuz Sultan Selim Mahallesi İzmit - İstanbul Otoban Caddesi No:2 Körfez / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/20297,Sheraton İstanbul Ataköy Hotel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Ataköy 1. Kısım Mahallesi Rauf Orbay Caddesi No:10 Bakırköy / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/20298,Aytemiz Birleşik Petrol Gimat,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Macun Mahallesi 190 Sokağı No:374 Yenimahalle / ANKARA,,Buton yok veya okunamadı
ŞRJ/1208,Sanko Park AVM Gaziantep,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sarıgül Mahallesi No:223 Şehitkamil / GAZİANTEP,,Buton yok veya okunamadı
ŞRJ/19046,KÖRFEZ PARK ANKARA YÖNÜ,Halka Açık,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,Yavuz Sultan Selim Mahallesi Yaşar Doğru Caddesi No:777 Körfez / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/20294,Afyon Sandıklı Belediyesi Sosyal Tesisi,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Tabduk Emre Mahallesi 1. Caddesi No:6 /18 Sandıklı / AFYONKARAHİSAR,,Buton yok veya okunamadı
ŞRJ/20299,KÖRFEZ PARK İSTANBUL YÖNÜ,Halka Açık,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,Yavuz Sultan Selim Mahallesi İzmit İstanbul Otoban Caddesi No:2 Körfez / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/2508,"Nev Otomotiv, Sarıyer",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Tarabya Mahallesi Tarabya Bayırı Caddesi No:42 Sarıyer / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/5998,"Özel Medikar Hastanesi, Karabük",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Üniversite Mahallesi No:7 Merkez / KARABÜK,,Buton yok veya okunamadı
ŞRJ/20114,BLUE SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Portakal Mahallesi 80123 Sokağı No:5 Toroslar / MERSİN,,Buton yok veya okunamadı
ŞRJ/19638,ÖZKAR YAŞAM SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Derebahçe Mahallesi Çayırdibi Caddesi No:6/7 İlkadım / SAMSUN,,Buton yok veya okunamadı
ŞRJ/19199,GARDENYA REZİDANS,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Uncalı Mahallesi 1292 Sokağı No:2 Konyaaltı / ANTALYA,,Buton yok veya okunamadı
ŞRJ/20310,ARDIÇ BLOK,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Çayyolu Mahallesi Dorukkent Sitesi Sokağı No:23 Çankaya / ANKARA,,Buton yok veya okunamadı
ŞRJ/20223,Yükseltepe Konutları,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Yükseltepe Mahallesi No:1E/K Yükseltepe Konutları Keçiören / ANKARA,,Buton yok veya okunamadı
ŞRJ/20091,Akbank GM,Özel,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Dereli Sokağı No:1 Çayırova / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/20316,Akadia Modern Sitesi-1,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Akşemsettin Mahallesi Doğukent Caddesi Doğukent Sokağı No:1 Mamak / ANKARA,,Buton yok veya okunamadı
ŞRJ/20317,Akadia Modern Sitesi-2,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Akşemsettin Mahallesi Doğukent Caddesi No:1 Mamak / ANKARA,,Buton yok veya okunamadı
ŞRJ/17816,Urla File,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Altıntaş Mahallesi Ahmet Besim Uysal Caddesi No:58 Urla / İZMİR,,Buton yok veya okunamadı
ŞRJ/17566,Denizli Çamlık Forum AVM,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Mehmetçik Mahallesi Doğan Demircioğlu Caddesi Pamukkale / DENİZLİ,,Buton yok veya okunamadı
ŞRJ/16990,Belek File,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Belek Mahallesi Cumhuriyet Caddesi No:20 Serik / ANTALYA,,Buton yok veya okunamadı
ŞRJ/16989,Çankaya File,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Yıldızevler Mahallesi Simon Bolivar Sokağı No:32/A Çankaya / ANKARA,,Buton yok veya okunamadı
ŞRJ/17567,Horizon Garden AVM,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Sümer Mahallesi Çal Caddesi No:1 Merkezefendi / DENİZLİ,,Buton yok veya okunamadı
ŞRJ/19333,HEAŞ Genel Müdürlük,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Sanayi Mahallesi Havaalanı Sokağı Pendik / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/19964,Esenyurt City Center AVM,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Zafer Mahallesi Doğan Araslı Sokağı No:79/1 Esenyurt / İSTANBUL,,Buton yok veya okunamadı
